latitude,longitude,weight,irrigated,crop
62.690234525524865,129.35593777640096,65,False,corn
62.33119550848743,129.67079157331622,84,False,corn
62.60494182097449,129.11909951106543,83,True,wheat
62.485123614492394,129.70805109862116,70,False,corn
62.94224474976806,129.51389044640763,79,False,soy
62.56533802037476,129.51706412595246,90,True,soy
62.93213101932301,129.31554166563348,92,True,corn
62.69508532860939,129.20284147033303,69,True,wheat
62.048547667383865,129.99965251187163,86,True,soy
62.91556657925979,129.5456260408335,54,True,soy
62.60181801377161,129.45393982270977,69,True,soy
62.64445151731501,129.91355952554417,96,True,soy
62.14274358218856,129.79010100083022,99,True,soy
62.97704664621938,129.77797562754196,64,True,corn
62.461961027171384,129.12466350277052,88,True,soy
62.55942280688637,129.34641262318928,57,False,wheat
62.41977267977066,129.18001428214757,79,True,soy
62.219616893677205,129.10664216292383,54,False,soy
62.06573682152821,129.1610047557729,94,False,corn
62.441776199347395,129.6003898217206,58,False,wheat
62.50876307129054,129.3400730803854,76,False,wheat
62.97117713266002,129.99544920083193,98,True,corn
62.46865602790496,129.96204714566554,80,True,soy
62.28328247709247,129.4195520623927,83,True,wheat
62.58162956121188,129.5021893568792,94,True,corn
62.114451529862784,129.32512632261077,88,True,soy
62.98447962471301,129.4472679486329,52,False,wheat
62.17088089493219,129.9184674607902,74,True,corn
62.8892495193801,129.8564979141267,84,True,soy
62.476455701271355,129.2222876296135,67,False,corn
62.87998727370157,129.00249119112323,96,True,soy
62.95862329575225,129.51326444824807,83,True,wheat
62.7257871877104,129.4302081519318,61,False,corn
62.84003511656375,129.9820856301688,81,False,corn
62.82343807937966,129.32251313570052,69,True,soy
62.793609045342826,129.70588154960063,61,True,wheat
62.725575852851875,129.78513842643554,52,True,corn
62.85650292677755,129.51774137846553,82,False,soy
62.76563466447634,129.4517128780091,59,False,corn
62.18754433184848,129.1683590858587,74,False,soy
62.59530189195674,129.762423600602,76,False,corn
62.13568547870983,129.96385666359092,85,True,wheat
62.19767372939422,129.71692096886565,61,False,wheat
62.978058199780165,129.68403726320722,95,True,soy
62.01835617124323,129.93642306951077,92,False,soy
62.0212911257494,129.19425690994248,80,True,wheat
62.064713696382185,129.7628105012342,96,False,corn
62.0904205778017,129.1805231455884,69,False,corn
62.5862072783714,129.09951809808953,87,False,wheat
62.058245098267825,129.93288425377207,64,True,corn
62.46875271224734,129.60699845170166,84,False,wheat
62.72914873376448,129.29852532995105,66,True,wheat
62.65790760956767,129.7052242681485,98,False,corn
62.444718008441654,129.57288332940075,60,True,wheat
62.45008925459377,129.89949863136817,57,False,corn
62.48907468989764,129.3481903693532,57,False,soy
62.278163079990286,129.92096104981255,79,True,soy
62.398457877356705,129.73751836811616,58,True,wheat
62.9240712342629,129.83037788379286,83,False,corn
62.95035030750397,129.38047215877785,70,True,soy
62.39387949349162,129.373000905631,97,False,corn
62.282073096649064,129.201829531038,57,True,corn
62.09115188499904,129.8074871542939,72,False,wheat
62.9008160775832,129.23769965220313,51,False,corn
62.523762354407644,129.1811755288606,85,False,soy
62.98257017972464,129.07916604677763,71,True,soy
62.43813372390282,129.1305827667222,94,True,wheat
62.47985688966256,129.4091524057084,74,True,corn
62.06865592641041,129.1753418109314,64,True,corn
62.248732097156775,129.77133359494397,93,False,soy
62.303588440763484,129.47585034602812,93,False,corn
62.82892679101374,129.18203554516805,79,True,soy
62.73541545652113,129.7654319915361,61,True,corn
62.72032545210949,129.34332759831616,66,True,wheat
62.0417118912219,129.4493256826526,57,True,wheat
62.346637778382785,129.48756027932174,60,False,soy
62.68642904046568,129.17372555138985,78,True,soy
62.563043367777524,129.1766518710181,85,False,corn
62.11528365238254,129.73744883063026,75,True,corn
62.95814163062811,129.84015529252713,55,True,corn
62.69612114141234,129.14087803785233,52,False,corn
62.77185972585692,129.10823225920305,79,False,soy
62.858987860021884,129.85333913647997,50,True,soy
62.424660990108315,129.0723144386193,68,True,wheat
